Name,Genotype,Sent to and date,Constructed by,Thawed for and date,Constructed from,Isolation date,Isolation location,Gps latitude,Gps longitude,Description,SysID
QX555,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX556,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX557,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX558,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX559,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX560,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX561,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX562,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX565,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX576,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX563,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX564,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX566,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX568,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX569,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX570,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX571,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX572,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX573,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX574,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX575,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX578,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX579,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX580,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX581,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX582,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX583,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX584,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX585,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX586,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX588,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX589,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX590,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX591,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX592,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX593,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX594,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX595,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX596,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX597,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX215,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX228,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX287,N2xCB4856 RIAIL,"Alex Soukas (1/21/2014), Sam Lasse (7/30/2014)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX342,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX351,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX388,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX519,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX577,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX587,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX123,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),M. Rockman,Alex Soukas (7/15/2013),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX201,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX214,N2xCB4856 RIAIL,Jagan Srinivasan (1/21/2014) (2/18/2014),M. Rockman,Alex Soukas (7/22/2013),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX205,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX139,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX177,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX179,N2xCB4856 RIAIL,-,M. Rockman,Alex Soukas (7/15/2013),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX238,N2xCB4856 RIAIL,Jagan Srinivasan (1/21/2014) Sam Lasse (7/24/14),M. Rockman,Alex Soukas (7/15/2013),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX552,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),M. Rockman,Stefan Zdraljevic (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX567,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX208,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX209,N2xCB4856 RIAIL,-,M. Rockman,Alex Soukas (7/22/2013),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX308,N2xCB4856 RIAIL,Alex Soukas (2/18/2014) Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX375,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX508,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX499,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX308 #2,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX375 #2,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
ECA202,N2[Ex eft-3::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA203,N2[Ex eft-3::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA199,N2[Ex hsp::peel1; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA200,N2[Ex hsp::peel1; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA201,N2[Ex hsp::peel1; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA207,N2[Ex pie-1::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
ECA208,N2[Ex pie-1::cas9; myo2::gfp],-,-,-,-,-,-,-,-,,
VC870,nhr-49(gk405),-,-,-,-,NA,NA,NA,NA,,
RB1716,nhr-49(ok2165),-,-,-,-,NA,NA,NA,NA,,
ERT334,NIL,-,K. Balla,-,-,NA,NA,NA,NA,,
MT15368,nIs168; him-5(e1490); lin-15AB(n765),-,L. Ma,-,MT2187,NA,NA,NA,NA,,
MT15670,nIs175,-,T. Hirose,-,MT15455,NA,NA,NA,NA,,
MT18143,nIs286 X,-,Kostas Boulias,-,-,NA,NA,NA,NA,,
VC1505,npp-3(ok1999)/mIn1 [mIs14 dpy-10(e128)] II,-,L. Liu,-,-,NA,NA,NA,NA,,
DA609,npr-1(ad609),-,-,-,N2,NA,NA,NA,NA,,
DA609 #2,npr-1(ad609),-,-,-,-,NA,NA,NA,NA,,
CX9390,"npr-1(ad609); kyEx1960 [tag-168::npr-1, ofm-1::dsRed]",-,-,-,-,NA,NA,NA,NA,,
CX9586,"npr-1(ad609); kyEx2057 [gcy-32::npr-1, ofm-1::dsRed]",-,-,-,-,NA,NA,NA,NA,,
CX9592,"npr-1(ad609); kyEx2061 [npr-1::npr-1, ofm-1::dsRed]",-,-,-,-,NA,NA,NA,NA,,
CX9633,"npr-1(ad609); kyEx2096 [flp-8::npr-1, ofm-1::dsRed]",-,-,-,-,NA,NA,NA,NA,,
CX9645,"npr-1(ad609); kyEx2108 [ncs-1::npr-1, ofm-1::dsRed]",-,-,-,-,NA,NA,NA,NA,,
CX9777,"npr-1(ad609); kyEx2122 [flp-21::npr-1, ofm-1::dsRed]",-,-,-,-,NA,NA,NA,NA,,
CX13186,npr-1(ad609); kyEx2295 [ncs-1::Cre + ofm-1::dsRed],-,-,-,-,NA,NA,NA,NA,,
CX13145,npr-1(ad609); kyEx2352 [flp-21::loxP STOP loxP::npr-1cDNA + elt-2::mCherry],-,-,-,-,NA,NA,NA,NA,,
CX13507,npr-1(ad609); kyEx2353 [flp-21::loxP STOP loxP::npr-1cDNA + elt-2::mCherry],-,-,-,-,NA,NA,NA,NA,,
DA650,npr-1(g320),-,-,-,-,NA,NA,NA,NA,,
CX4148,npr-1(ky13),-,-,-,-,NA,NA,NA,NA,,
MT15623,npr-1(ky13) lin-15AB(n765); nEx1252 [npr-1 +++],-,-,-,-,NA,NA,NA,NA,,
DA508,npr-1(n1353),-,L. Avery,-,-,NA,NA,NA,NA,,
RB1330,npr-1(ok1447),-,OMRF Knockout Group,-,-,NA,NA,NA,NA,,
IM222,npr-1(ur89),-,Q. Wang,-,-,NA,NA,NA,NA,,
ECA273,nrde-2(gg91),-,Natash Weiser,-,N2 YY186,NA,NA,NA,NA,,
YY158,nrde-3(gg66)X,-,-,-,-,NA,NA,NA,NA,,
AU3,nsy-1(ag3),-,G. Alloing,-,-,NA,NA,NA,NA,,
ZD287 #2,nsy-1(ky397),-,K. Reddy,-,-,NA,NA,NA,NA,,
ZD287,nsy-1(ky397),-,K. Reddy,-,-,NA,NA,NA,NA,,
VC390,nsy-1(ok593),-,J. Lau,-,-,NA,NA,NA,NA,,
ZD10,nsy-1(qd1),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD25,nsy-1(qd23),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD27,nsy-1(qd25),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD53,nsy-1(qd27),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD51,nsy-1(qd29),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD310,nsy-1(qd3),-,O.Kamanzi,-,-,NA,NA,NA,NA,,
ZD73,nsy-1(qd30),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD74,nsy-1(qd31),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD52,nsy-1(qd32),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD54,nsy-1(qd33),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD56,nsy-1(qd38),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD314,nsy-1(qd41),-,O.Kamanzi,-,-,NA,NA,NA,NA,,
ZD181,nsy-1(qd42),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD69,nsy-1(qd50); agIs219,-,-,-,-,NA,NA,NA,NA,,
ZD96,nsy-1(qd55),-,R. Shivers,-,-,NA,NA,NA,NA,,
ZD312,nsy-1(qd6),-,O.Kamanzi,-,-,NA,NA,NA,NA,,
ZD37,nsy-1(qd8),-,R. Shivers,-,-,NA,NA,NA,NA,,
PTM98,nurf-1(kah11) II,-,P. McGrath,-,See description below,NA,NA,NA,NA,,
PTM113,nurf-1(kah16) II,-,P. McGrath,-,See description below,NA,NA,NA,NA,,
PTM114,nurf-1(kah17) II,-,P. McGrath,-,See description below,NA,NA,NA,NA,,
PTM115,nurf-1(kah18) II,-,P. McGrath,-,See description below,NA,NA,NA,NA,,
PTM116,nurf-1(kah19) II,-,P. McGrath,-,See description below,NA,NA,NA,NA,,
PTM117,nurf-1(kah20) II,-,P. McGrath,-,See description below,NA,NA,NA,NA,,
PTM118,nurf-1(kah21) II,-,P. McGrath,-,See description below,NA,NA,NA,NA,,
PTM89,nurf-1(kah4),-,P. McGrath,-,See description below,NA,NA,NA,NA,,
CX4544,ocr-2(ak47),-,D. Madsen,-,-,NA,NA,NA,NA,,
CX455,ocr-2(ak47),-,-,-,-,NA,NA,NA,NA,,
FG125,ocr-2(ak47) osm-9(ky10) IV; ocr-1(ak46) V.,-,Meredith Scheider,-,-,NA,NA,NA,NA,,
CX4650,ocr-2(ak47); npr-1(ad609),-,-,-,-,NA,NA,NA,NA,,
AX434,odr-8(ny173); npr-1(ad609),-,-,-,-,NA,NA,NA,NA,,
PR802,osm-3(p802),-,J. Culotti,-,-,NA,NA,NA,NA,,
CX10,osm-9(ky10),-,-,-,-,NA,NA,NA,NA,,
CX4821,osm-9(ky10); npr-1(ad609),-,-,-,-,NA,NA,NA,NA,,
AM1,osr-1(rm1),-,-,-,-,NA,NA,NA,NA,,
EG4601,oxIs279; unc-119(ed3),-,-,-,-,NA,NA,NA,NA,,
EG4883,oxIs318; unc-119(ed3),-,-,-,-,NA,NA,NA,NA,,
EG8073,oxIs322 II; oxSi199 IV; oxTi81 him-5(e1490) V,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG8760,oxIs322 II; oxTi79 III; him-5(e1490) V,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG8397,oxIs322 II; oxTi80 III; him-5(e1490) V,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG4887,oxIs322; unc-119(ed3),-,-,-,-,NA,NA,NA,NA,,
EG5992,oxSI201,-,-,-,-,NA,NA,NA,NA,,
EG5993,oxSI202,-,-,-,-,NA,NA,NA,NA,,
EG6070,oxSi221 II; unc-119(ed3) III,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG8961,oxSi255 I; oxTi81 him-5(e1490) V.,-,C. Frokjaer-Jensen,-,N2,NA,NA,NA,NA,,
EG6171,oxSi257 I; unc-119(ed3) III,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG8072,oxSi259 I; oxIs322 II; oxTi81 V,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG6173,oxSi259 I; unc-119(ed3) III,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG6787,oxSi487 II; unc-119(ed3) III,-,C. Frokjaer-Jensen,-,-,NA,NA,NA,NA,,
EG5801,oxSi87 II; unc-119(ed3) III.,-,M. Ailion and H. Seidel,-,-,NA,NA,NA,NA,,
EG5804,"oxSi90 [Ppeel-1+ ATG 1st intron random N-term 12aa::GFP::peel-1 3'UTR, unc-119(+)]; unc-119(ed3)",-,-,-,-,NA,NA,NA,NA,,
EG8947,oxTi1009 I; unc-119(ed3) III.,-,C. Frokjaer-Jensen,-,N2,NA,NA,NA,NA,,
EG8949,oxTi1011 II; unc-119(ed3) III.,-,C. Frokjaer-Jensen,-,N2,NA,NA,NA,NA,,
EG8954,oxTi1018 I; unc-119(ed3) III.,-,C. Frokjaer-Jensen,-,N2,NA,NA,NA,NA,,
EG7841,oxTi302 I; unc-119(ed3) III.,-,C. Frokjaer-Jensen,-,N2,NA,NA,NA,NA,,
JT7,pbo-1(sa7),-,-,-,-,NA,NA,NA,NA,,
IE12715,peel-1(ttTi12715),-,-,-,-,NA,NA,NA,NA,,
QX1430,"peel-1(ttTi12715); qgIR1 [haw102573 to 4,822,488, CB4856 > N2]","Max Heiman (04/28/2015), Patrick McGrath (05/11/2015)",E. Andersen,-,"QG1, IE12715",NA,NA,NA,NA,,
QX1430 #2,"peel-1(ttTi12715); qgIR1 [haw102573 to 4,822,488, CB4856 > N2]",-,E. Andersen,-,"QG1, IE12715",NA,NA,NA,NA,,
NL152,pgp-1(pk17) IV; pgp-3(pk18) X; mrp-1(pk89),-,-,-,-,NA,NA,NA,NA,,
NL130,pgp-1(pk17)IV; pgp-3(pk18)X.,-,A. Broeks,-,-,NA,NA,NA,NA,,
FX333,pgp-11(tm333),-,S. Mitani,-,N2,NA,NA,NA,NA,,
KU25,pmk-1(km25),-,K. Matsumoto,E. Andersen (01/14/2014),-,NA,NA,NA,NA,,
ZD32,pmk-1(qd11),-,-,-,-,NA,NA,NA,NA,,
ZD38,pmk-1(qd13),-,-,-,-,NA,NA,NA,NA,,
ZD271,pmk-1(qd15),-,-,-,-,NA,NA,NA,NA,,
ZD273,pmk-1(qd17),-,-,-,-,NA,NA,NA,NA,,
ZD21,pmk-1(qd20),-,-,-,-,NA,NA,NA,NA,,
ZD272,pmk-1(qd47),-,-,-,-,NA,NA,NA,NA,,
ZD61,pmk-1(qd48),-,-,-,-,NA,NA,NA,NA,,
ZD82,pmk-1(qd9),-,-,-,-,NA,NA,NA,NA,,
FX1400,pot-2(tm1400),-,-,-,N2,NA,NA,NA,NA,,
NL5117,ppw-2(pk1673) I,-,J. van Wolfswinkel,-,-,NA,NA,NA,NA,,
NL4110,prg-1 (pk2298),-,-,-,-,NA,NA,NA,NA,,
SX922,prg-1(n4357) I.,-,E. Miska,-,-,NA,NA,NA,NA,,
ECA269,prg-1(n4357) I.,-,E. Miska,-,-,NA,NA,NA,NA,,
WM161,prg-1(tm872) I,-,Yigit/Mello,-,-,NA,NA,NA,NA,,
ECA268,prg-1(tm872)I,-,Amanda Day,-,N2 WM161,NA,NA,NA,NA,,
SX921,prg-2(n4358) IV.,-,E. Miska,-,-,NA,NA,NA,NA,,
PB306.PL101,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL103,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL104,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL105,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL106,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL107,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL102,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL108,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL109,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL110,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL111,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL112,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL113,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL114,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL115,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL116,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL117,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL118,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL119,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL120,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PB306.PL121,pseudoline,-,Baer Lab,-,PB306,NA,NA,NA,NA,,
PK172,ptc-1(ok122) unc-4(e120)/mnC1 dpy-10(e128) unc-52(e444) II,-,P. Kuwabara,-,-,NA,NA,NA,NA,,
QG2150,qfIr902,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG1,"qgIR1 [haw102573 to 4,822,488, CB4856 > N2]","Jagan Srinivasan (1/21/2014), Michael Petrascheck (04/02/2014), Aleks Vujin (07/22/2014)",M. Rockman,J. Srinivasan (01/08/2014),-,NA,NA,NA,NA,,
QG2275,qgIr1026,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG625,qgIr13,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG633,qgIr21,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1189,qgIr219,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG1197,qgIr227,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG637,qgIr25,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG1247,qgIr277,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1290,qgIr319,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1305,qgIr334,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1306,qgIr335,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1326,qgIr355,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG616,qgIr4,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1382,qgIr400,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1415,qgIr433,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG1424,qgIr442,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG657,qgIr45,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG658,qgIr46,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG1479,qgIr470,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG1535,qgIr520,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG914,qgIr535,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1618,qgIr575,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1625,qgIr582,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1630,qgIr587,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG618,qgIr6,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1646,qgIr603,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG1650,qgIr607,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1651,qgIr608,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1691,qgIr620,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1695,qgIr624,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1698,qgIr627,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1710,qgIr639,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1719,qgIr648,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1758,qgIr687,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG619,qgIr7,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG1946,qgIr742,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG690,qgIr78,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG2102,qgIr855,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG2112,qgIr865,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG2114,qgIr867,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG896,qgIR88[CB48956>N2 X:3248502-4688124],-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG2147,qgIr899,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG2160,qgIr911,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG2164,qgIr915,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG2185,qgIr936,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
QG904,qgIr96,-,-,M. Bernstein (11/13/15),"N2, CB4856",NA,NA,NA,NA,,
QG905,qgIr97,-,-,-,"N2, CB4856",NA,NA,NA,NA,,
